ItemCode,DiscountPrice,OriginalPrice,GiftCode
14074-APR,$209.99,$219.99,0
14074-AUG,$209.99,$219.99,0
14074-JUL,$209.99,$219.99,0
14074-OCT,$209.99,$219.99,0
14074-SEP,$209.99,$219.99,0
14240-16,"$1,184.99","$1,219.99",B
14240-18,"$1,329.99","$1,369.99",B
14240-20,"$1,475.99","$1,519.99",B
14240-22,"$1,620.99","$1,669.99",B
14240-24,"$1,717.99","$1,769.99",B
14421,"$1,543.99","$1,589.99",B
14443,$209.99,$219.99,0
14452,$308.99,$319.99,0
14481,$641.99,$659.99,A
14541-16,$631.99,$649.99,A
14541-18,$699.99,$719.99,A
14541-20,$776.99,$799.99,A
14541-22,$835.99,$859.99,A
14541-24,$912.99,$939.99,A
14544-16,"$2,212.99","$2,279.99",C
14544-18,"$2,445.99","$2,519.99",C
14544-20,"$2,678.99","$2,759.99",C
14544-22,"$2,910.99","$2,999.99",C
14544-24,"$3,143.99","$3,239.99",C
14680-A,$728.99,$749.99,A
14680-B,$728.99,$749.99,A
14680-C,$728.99,$749.99,A
14680-D,$728.99,$749.99,A
14680-E,$728.99,$749.99,A
14680-F,$728.99,$749.99,A
14680-G,$728.99,$749.99,A
14680-H,$728.99,$749.99,A
14680-I,$728.99,$749.99,A
14680-J,$728.99,$749.99,A
14680-K,$728.99,$749.99,A
14680-L,$728.99,$749.99,A
14680-M,$728.99,$749.99,A
14680-N,$728.99,$749.99,A
14680-O,$728.99,$749.99,A
14680-P,$728.99,$749.99,A
14680-R,$728.99,$749.99,A
14680-S,$728.99,$749.99,A
14680-T,$728.99,$749.99,A
14680-U,$728.99,$749.99,A
14680-V,$728.99,$749.99,A
14680-W,$728.99,$749.99,A
14680-Y,$728.99,$749.99,A
14802-14,$576.99,$599.99,0
14802-16,$631.99,$649.99,A
14802-18,$679.99,$699.99,A
14802-20,$767.99,$789.99,A
14802-22,$825.99,$849.99,A
14802-24,$893.99,$919.99,A
16036,$461.99,$479.99,0
16052,$912.99,$939.99,A
16094,$413.99,$429.99,0
16118,$728.99,$749.99,A
16134,"$1,087.99","$1,119.99",B
16138,$767.99,$789.99,A
16520,$413.99,$429.99,0
16521,$528.99,$549.99,0
16522,$576.99,$599.99,0
16527,$452.99,$469.99,0
16551,$124.99,$129.99,0
16561,$124.99,$129.99,0
16597,$209.99,$219.99,0
16678,$576.99,$599.99,0
16760,$452.99,$469.99,0
16877,$423.99,$439.99,0
16907,$276.99,$289.99,0
16912,$219.99,$229.99,0
16913,$162.99,$169.99,0
16934,$413.99,$429.99,0
16938,$162.99,$169.99,0
16970,$375.99,$389.99,0
16986,$528.99,$549.99,0
17001,$641.99,$659.99,A
17056,$423.99,$439.99,0
17110,$413.99,$429.99,0
17206,$285.99,$299.99,0
17221,$576.99,$599.99,0
17224,$404.99,$419.99,0
17283,$912.99,$939.99,A
17304,$631.99,$649.99,A
17359,"$1,543.99","$1,589.99",B
17630,"$1,029.99","$1,059.99",B
17632,$631.99,$649.99,A
17681,$276.99,$289.99,0
17693,$171.99,$179.99,0
17837,$912.99,$939.99,A
17847,"$1,058.99","$1,089.99",B
17932-18,"$1,494.99","$1,539.99",B
17932-20,"$1,601.99","$1,649.99",B
17932-22,"$1,698.99","$1,749.99",B
17932-24,"$1,814.99","$1,869.99",B
17942-16,$500.99,$519.99,0
17942-18,$576.99,$599.99,0
17942-20,$650.99,$669.99,A
17942-22,$699.99,$719.99,A
17942-24,$767.99,$789.99,A
17959-16,$873.99,$899.99,A
17959-18,$990.99,"$1,019.99",B
17959-20,"$1,087.99","$1,119.99",B
17959-22,"$1,213.99","$1,249.99",B
17959-24,"$1,320.99","$1,359.99",B
17960-18,"$1,543.99","$1,589.99",B
17960-20,"$1,649.99","$1,699.99",B
17960-22,"$1,814.99","$1,869.99",B
17960-24,"$1,902.99","$1,959.99",B
17973-16,$941.99,$969.99,A
17973-18,"$1,029.99","$1,059.99",B
17973-20,"$1,135.99","$1,169.99",B
17973-22,"$1,252.99","$1,289.99",B
17973-24,"$1,358.99","$1,399.99",B
17974-18,"$1,863.99","$1,919.99",B
17974-20,"$2,096.99","$2,159.99",C
17974-22,"$2,290.99","$2,359.99",C
17974-24,"$2,522.99","$2,599.99",C
17981-6,$844.99,$869.99,A
17988-18,"$3,725.99","$3,839.99",C
17988-20,"$4,074.99","$4,199.99",C
17988-22,"$4,424.99","$4,559.99",C
17988-24,"$4,889.99","$5,039.99",C
17989-18,"$2,668.99","$2,749.99",C
17989-20,"$2,969.99","$3,059.99",C
17989-22,"$3,221.99","$3,319.99",C
17989-24,"$3,492.99","$3,599.99",C
17990-18,"$1,970.99","$2,029.99",C
17990-20,"$2,212.99","$2,279.99",C
17990-22,"$2,445.99","$2,519.99",C
17990-24,"$2,619.99","$2,699.99",C
18233-7,$815.99,$839.99,A
18233-8,$922.99,$949.99,A
18395-DEC,$152.99,$159.99,0
18395-JUL,$152.99,$159.99,0
18395-JUN,$152.99,$159.99,0
18395-MAR,$152.99,$159.99,0
18395-MAY,$152.99,$159.99,0
18395-OCT,$152.99,$159.99,0
18418-APR,$181.99,$189.99,0
18418-AUG,$181.99,$189.99,0
18418-JAN,$181.99,$189.99,0
18418-NOV,$181.99,$189.99,0
18418-OCT,$181.99,$189.99,0
18418-SEP,$181.99,$189.99,0
18422-APR,$209.99,$219.99,0
18422-FEB,$209.99,$219.99,0
18422-JUL,$209.99,$219.99,0
18422-MAY,$209.99,$219.99,0
18422-OCT,$209.99,$219.99,0
18422-SEP,$209.99,$219.99,0
18475,$538.99,$559.99,0
18518,$404.99,$419.99,0
18554,$413.99,$429.99,0
19028,$844.99,$869.99,A
19042,$423.99,$439.99,0
19075,$171.99,$179.99,0
19414,$308.99,$319.99,0
19414-N,$480.99,$499.99,0
19952,$285.99,$299.99,0
200054,$461.99,$479.99,0
200115,$500.99,$519.99,0
200122,$285.99,$299.99,0
200142,$932.99,$959.99,A
200143,$932.99,$959.99,A
200144,$932.99,$959.99,A
200168,"$1,213.99","$1,249.99",B
200170,$631.99,$649.99,A
200171,$471.99,$489.99,0
200172,$404.99,$419.99,0
200177,$970.99,$999.99,A
200178,$375.99,$389.99,0
200180,"$1,213.99","$1,249.99",B
200183,$452.99,$469.99,0
200208,$631.99,$649.99,A
200324-7,$480.99,$499.99,0
200324-8,$528.99,$549.99,0
200344-7,"$1,213.99","$1,249.99",B
200344-8,"$1,455.99","$1,499.99",B
200409-7,"$1,213.99","$1,249.99",B
200409-8,"$1,455.99","$1,499.99",B
200552,$538.99,$559.99,0
200555,$500.99,$519.99,0
200571,$308.99,$319.99,0
200727-10,$660.99,$679.99,A
200727-11,$679.99,$699.99,A
200727-12,$679.99,$699.99,A
200727-6,$631.99,$649.99,A
200727-7,$631.99,$649.99,A
200727-8,$631.99,$649.99,A
200727-9,$660.99,$679.99,A
200730-10,$660.99,$679.99,A
200730-11,$679.99,$699.99,A
200730-12,$679.99,$699.99,A
200730-6,$631.99,$649.99,A
200730-7,$631.99,$649.99,A
200730-8,$631.99,$649.99,A
200730-9,$660.99,$679.99,A
200758-10,$557.99,$579.99,0
200758-11,$576.99,$599.99,0
200758-12,$576.99,$599.99,0
200758-6,$538.99,$559.99,0
200758-7,$538.99,$559.99,0
200758-8,$538.99,$559.99,0
200758-9,$557.99,$579.99,0
200760-10,$576.99,$599.99,0
200760-11,$631.99,$649.99,A
200760-12,$631.99,$649.99,A
200760-6,$557.99,$579.99,0
200760-7,$557.99,$579.99,0
200760-8,$557.99,$579.99,0
200760-9,$576.99,$599.99,0
200763-10,$699.99,$719.99,A
200763-11,$747.99,$769.99,A
200763-12,$747.99,$769.99,A
200763-6,$631.99,$649.99,A
200763-7,$631.99,$649.99,A
200763-8,$631.99,$649.99,A
200763-9,$699.99,$719.99,A
201233,$844.99,$869.99,A
201236,$471.99,$489.99,0
201242,$873.99,$899.99,A
201285,$844.99,$869.99,A
201286,$641.99,$659.99,A
201287,$528.99,$549.99,0
201332,$528.99,$549.99,0
201332-N,$602.99,$619.99,A
201334,$336.99,$349.99,0
201348,$961.99,$989.99,A
201385,"$1,038.99","$1,069.99",B
201425,$699.99,$719.99,A
201426,$285.99,$299.99,0
201450,$432.99,$449.99,0
201453,$247.99,$259.99,0
201510,$413.99,$429.99,0
201564-7,$922.99,$949.99,A
201564-8,"$1,067.99","$1,099.99",B
201582,$970.99,$999.99,A
201627,$576.99,$599.99,0
201672,$576.99,$599.99,0
201687,$631.99,$649.99,A
201700,$576.99,$599.99,0
202109,$528.99,$549.99,0
202111,$602.99,$619.99,A
202112,$452.99,$469.99,0
202115,$285.99,$299.99,0
202120,$308.99,$319.99,0
202144-7,$452.99,$469.99,0
202144-8,$500.99,$519.99,0
202172,$538.99,$559.99,0
202174,$538.99,$559.99,0
202184,$308.99,$319.99,0
202185,$423.99,$439.99,0
202196,$471.99,$489.99,0
202200,$423.99,$439.99,0
202201,$423.99,$439.99,0
202203,$308.99,$319.99,0
202274,"$1,213.99","$1,249.99",B
202275,"$1,455.99","$1,499.99",B
202277,$970.99,$999.99,A
202338-7,$728.99,$749.99,A
202338-8,$835.99,$859.99,A
202348,"$1,649.99","$1,699.99",B
202350,"$1,853.99","$1,909.99",B
202357-7,$718.99,$739.99,A
202357-8,$786.99,$809.99,A
202444,$471.99,$489.99,0
202501,$461.99,$479.99,0
202599,$461.99,$479.99,0
202615,$336.99,$349.99,0
202736,$500.99,$519.99,0
202768,$209.99,$219.99,0
202782-10,$718.99,$739.99,A
202807-10,$375.99,$389.99,0
202811-10,$471.99,$489.99,0
202832-6,$576.99,$599.99,0
202838-6,$471.99,$489.99,0
202848-6,$576.99,$599.99,0
202850-6,$471.99,$489.99,0
202858-6,$728.99,$749.99,A
202866-6,$728.99,$749.99,A
202875-6,$538.99,$559.99,0
202880-6,$538.99,$559.99,0
202893-18,"$3,143.99","$3,239.99",C
202893-20,"$3,434.99","$3,539.99",C
202893-22,"$3,725.99","$3,839.99",C
202893-24,"$4,074.99","$4,199.99",C
202900-16,$825.99,$849.99,A
202900-18,$941.99,$969.99,A
202900-20,"$1,029.99","$1,059.99",B
202900-22,"$1,087.99","$1,119.99",B
202900-24,"$1,213.99","$1,249.99",B
202907-16,$576.99,$599.99,0
202907-18,$602.99,$619.99,A
202907-20,$641.99,$659.99,A
202907-22,$699.99,$719.99,A
202907-24,$767.99,$789.99,A
202913-16,"$1,087.99","$1,119.99",B
202913-18,"$1,213.99","$1,249.99",B
202913-20,"$1,329.99","$1,369.99",B
202913-22,"$1,455.99","$1,499.99",B
202913-24,"$1,572.99","$1,619.99",B
202914-16,$932.99,$959.99,A
202914-18,"$1,029.99","$1,059.99",B
202914-20,"$1,135.99","$1,169.99",B
202914-22,"$1,252.99","$1,289.99",B
202914-24,"$1,358.99","$1,399.99",B
202922-16,$452.99,$469.99,0
202922-18,$500.99,$519.99,0
202922-20,$538.99,$559.99,0
202922-22,$576.99,$599.99,0
202922-24,$631.99,$649.99,A
202942-18,"$1,814.99","$1,869.99",B
202942-20,"$1,921.99","$1,979.99",B
202942-22,"$2,096.99","$2,159.99",C
202942-24,"$2,328.99","$2,399.99",C
202944-16,"$1,358.99","$1,399.99",B
202944-18,"$1,523.99","$1,569.99",B
202944-20,"$1,649.99","$1,699.99",B
202944-22,"$1,688.99","$1,739.99",B
202944-24,"$1,785.99","$1,839.99",B
202952-16,$912.99,$939.99,A
202952-18,$990.99,"$1,019.99",B
202952-20,"$1,087.99","$1,119.99",B
202952-22,"$1,213.99","$1,249.99",B
202952-24,"$1,320.99","$1,359.99",B
202956-18,"$2,736.99","$2,819.99",C
202956-20,"$2,969.99","$3,059.99",C
202956-22,"$3,221.99","$3,319.99",C
202956-24,"$3,492.99","$3,599.99",C
202958-18,$961.99,$989.99,A
202958-20,"$1,058.99","$1,089.99",B
202958-22,"$1,155.99","$1,189.99",B
202958-24,"$1,261.99","$1,299.99",B
202960-16,$538.99,$559.99,0
202960-18,$576.99,$599.99,0
202960-20,$621.99,$639.99,A
202960-22,$660.99,$679.99,A
202960-24,$679.99,$699.99,A
202961-16,$413.99,$429.99,0
202961-18,$452.99,$469.99,0
202961-20,$480.99,$499.99,0
202961-22,$538.99,$559.99,0
202961-24,$576.99,$599.99,0
202972-18,"$1,688.99","$1,739.99",B
202972-20,"$1,814.99","$1,869.99",B
202972-22,"$1,921.99","$1,979.99",B
202972-24,"$2,096.99","$2,159.99",C
202973-16,$452.99,$469.99,0
202973-18,$500.99,$519.99,0
202973-20,$538.99,$559.99,0
202973-22,$576.99,$599.99,0
202973-24,$631.99,$649.99,A
202974-16,$576.99,$599.99,0
202974-18,$631.99,$649.99,A
202974-20,$699.99,$719.99,A
202974-22,$776.99,$799.99,A
202974-24,$815.99,$839.99,A
202976-16,$631.99,$649.99,A
202976-18,$679.99,$699.99,A
202976-20,$747.99,$769.99,A
202976-22,$776.99,$799.99,A
202976-24,$844.99,$869.99,A
202978-16,$576.99,$599.99,0
202978-18,$631.99,$649.99,A
202978-20,$679.99,$699.99,A
202978-22,$747.99,$769.99,A
202978-24,$776.99,$799.99,A
202980-16,$423.99,$439.99,0
202980-18,$461.99,$479.99,0
202980-20,$538.99,$559.99,0
202980-22,$576.99,$599.99,0
202980-24,$621.99,$639.99,A
202982-18,"$1,281.99","$1,319.99",B
202982-20,"$1,417.99","$1,459.99",B
202982-22,"$1,504.99","$1,549.99",B
202982-24,"$1,640.99","$1,689.99",B
202986-16,$432.99,$449.99,0
202986-18,$471.99,$489.99,0
202986-20,$500.99,$519.99,0
202986-22,$528.99,$549.99,0
202986-24,$602.99,$619.99,A
202990-16,$500.99,$519.99,0
202990-18,$548.99,$569.99,0
202990-20,$576.99,$599.99,0
202990-22,$631.99,$649.99,A
202990-24,$670.99,$689.99,A
202999-18,"$1,543.99","$1,589.99",B
202999-20,"$1,640.99","$1,689.99",B
202999-22,"$1,717.99","$1,769.99",B
202999-24,"$1,795.99","$1,849.99",B
203000-18,$970.99,$999.99,A
203000-20,"$1,029.99","$1,059.99",B
203000-22,"$1,126.99","$1,159.99",B
203000-24,"$1,213.99","$1,249.99",B
203004-18,"$3,492.99","$3,599.99",C
203004-20,"$3,842.99","$3,959.99",C
203004-22,"$4,191.99","$4,319.99",C
203004-24,"$4,540.99","$4,679.99",C
203006-18,"$1,698.99","$1,749.99",B
203006-20,"$1,814.99","$1,869.99",B
203006-22,"$1,863.99","$1,919.99",B
203006-24,"$2,037.99","$2,099.99",C
203031-18,"$2,173.99","$2,239.99",C
203031-20,"$2,406.99","$2,479.99",C
203031-22,"$2,678.99","$2,759.99",C
203031-24,"$2,910.99","$2,999.99",C
203033-18,"$1,572.99","$1,619.99",B
203033-20,"$1,688.99","$1,739.99",B
203033-22,"$1,785.99","$1,839.99",B
203033-24,"$1,863.99","$1,919.99",B
203034-18,"$1,038.99","$1,069.99",B
203034-20,"$1,155.99","$1,189.99",B
203034-22,"$1,252.99","$1,289.99",B
203034-24,"$1,358.99","$1,399.99",B
203040-18,"$1,785.99","$1,839.99",B
203040-20,"$1,979.99","$2,039.99",C
203040-22,"$2,134.99","$2,199.99",C
203040-24,"$2,319.99","$2,389.99",C
203060,$679.99,$699.99,A
203163-8,"$1,087.99","$1,119.99",B
203200-7,"$1,698.99","$1,749.99",B
203200-8,"$1,814.99","$1,869.99",B
203200-9,"$1,940.99","$1,999.99",B
203256-8,"$2,639.99","$2,719.99",C
203256-9,"$2,910.99","$2,999.99",C
203272-7,"$1,067.99","$1,099.99",B
203272-8,"$1,203.99","$1,239.99",B
203273-7,"$1,572.99","$1,619.99",B
203273-8,"$1,979.99","$2,039.99",C
203273-9,"$2,212.99","$2,279.99",C
203278-7,"$1,184.99","$1,219.99",B
203278-8,"$1,329.99","$1,369.99",B
203279-7,"$1,087.99","$1,119.99",B
203279-8,"$1,213.99","$1,249.99",B
203280-8,"$1,029.99","$1,059.99",B
203281-7,"$1,087.99","$1,119.99",B
203281-8,"$1,213.99","$1,249.99",B
203288-8,"$2,910.99","$2,999.99",C
203288-9,"$3,260.99","$3,359.99",C
203314-6,$844.99,$869.99,A
203315-6,$631.99,$649.99,A
203316-6,$631.99,$649.99,A
203317-6,$844.99,$869.99,A
203320-6,$728.99,$749.99,A
203366-7,"$1,824.99","$1,879.99",B
203366-8,"$2,018.99","$2,079.99",C
203371-7,"$1,213.99","$1,249.99",B
203371-8,"$1,455.99","$1,499.99",B
203397-7,$670.99,$689.99,A
203397-8,$728.99,$749.99,A
203415-7,$844.99,$869.99,A
203415-8,$961.99,$989.99,A
203551-18,$825.99,$849.99,A
203551-20,$912.99,$939.99,A
203551-22,$970.99,$999.99,A
203551-24,"$1,067.99","$1,099.99",B
203567-10,$641.99,$659.99,A
203567-11,$679.99,$699.99,A
203567-12,$679.99,$699.99,A
203567-6,$602.99,$619.99,A
203567-7,$631.99,$649.99,A
203567-8,$631.99,$649.99,A
203567-9,$631.99,$649.99,A
203568-10,$699.99,$719.99,A
203568-11,$728.99,$749.99,A
203568-12,$728.99,$749.99,A
203568-6,$631.99,$649.99,A
203568-7,$641.99,$659.99,A
203568-8,$679.99,$699.99,A
203568-9,$679.99,$699.99,A
203569-10,$699.99,$719.99,A
203569-11,$728.99,$749.99,A
203569-12,$728.99,$749.99,A
203569-6,$576.99,$599.99,0
203569-7,$602.99,$619.99,A
203569-8,$631.99,$649.99,A
203569-9,$631.99,$649.99,A
203573-10,$873.99,$899.99,A
203573-11,$922.99,$949.99,A
203573-12,$922.99,$949.99,A
203573-6,$844.99,$869.99,A
203573-7,$844.99,$869.99,A
203573-8,$873.99,$899.99,A
203573-9,$873.99,$899.99,A
203574-10,"$1,009.99","$1,039.99",B
203574-11,"$1,009.99","$1,039.99",B
203574-12,"$1,009.99","$1,039.99",B
203574-6,$873.99,$899.99,A
203574-7,$922.99,$949.99,A
203574-8,$922.99,$949.99,A
203574-9,$961.99,$989.99,A
203585-A,$276.99,$289.99,0
203585-B,$276.99,$289.99,0
203585-C,$276.99,$289.99,0
203585-D,$276.99,$289.99,0
203585-E,$276.99,$289.99,0
203585-F,$276.99,$289.99,0
203585-G,$276.99,$289.99,0
203585-H,$276.99,$289.99,0
203585-I,$276.99,$289.99,0
203585-J,$276.99,$289.99,0
203585-K,$276.99,$289.99,0
203585-L,$276.99,$289.99,0
203585-M,$276.99,$289.99,0
203585-N,$276.99,$289.99,0
203585-O,$276.99,$289.99,0
203585-P,$276.99,$289.99,0
203585-R,$276.99,$289.99,0
203585-S,$276.99,$289.99,0
203585-T,$276.99,$289.99,0
203585-U,$276.99,$289.99,0
203585-V,$276.99,$289.99,0
203585-W,$276.99,$289.99,0
203585-Y,$276.99,$289.99,0
203593-A,$893.99,$919.99,A
203593-B,$893.99,$919.99,A
203593-C,$893.99,$919.99,A
203593-D,$893.99,$919.99,A
203593-E,$893.99,$919.99,A
203593-F,$893.99,$919.99,A
203593-G,$893.99,$919.99,A
203593-H,$893.99,$919.99,A
203593-I,$893.99,$919.99,A
203593-J,$893.99,$919.99,A
203593-K,$893.99,$919.99,A
203593-L,$893.99,$919.99,A
203593-M,$893.99,$919.99,A
203593-N,$893.99,$919.99,A
